Customer ID,edad,genero,ubicacion,suscripcion,abandono,compras_registradas,gasto_total_usd,gasto_promedio_usd,primera_compra,ultima_compra,recencia_dias,cluster,segmento,recencia_log
2010,37,Male,Alabama,No,0,27,1458.9,54.03,2022-01-07,2024-12-29,2,2,Clientes recientes en desarrollo,1.0986122886681098
2011,24,Male,Texas,No,0,4,189.3,47.32,2022-09-05,2024-05-08,237,0,Clientes de baja actividad,5.472270673671475
2012,57,Male,West Virginia,No,0,5,192.4,38.48,2023-07-12,2024-08-31,122,0,Clientes de baja actividad,4.812184355372417
2013,48,Male,Nevada,No,0,6,332.2,55.37,2023-03-09,2024-09-06,116,0,Clientes de baja actividad,4.762173934797756
2014,39,Male,Virginia,No,0,26,1382.1,53.16,2022-01-05,2024-12-24,7,2,Clientes recientes en desarrollo,2.0794415416798357
2015,51,Male,Wisconsin,No,0,48,2526.0,52.62,2022-03-24,2024-12-05,26,3,Clientes valiosos en riesgo,3.295836866004329
2016,57,Male,Virginia,No,0,9,452.2,50.24,2022-07-02,2024-06-20,194,0,Clientes de baja actividad,5.272999558563747
2017,53,Male,Maine,No,0,21,1335.3,63.59,2022-02-10,2024-12-30,1,2,Clientes recientes en desarrollo,0.6931471805599453
2018,70,Male,Massachusetts,No,0,43,2471.3,57.47,2022-01-01,2024-12-26,5,1,Clientes de alto valor activos,1.791759469228055
2019,60,Male,Arkansas,No,0,21,1064.6,50.7,2022-01-01,2024-12-31,0,2,Clientes recientes en desarrollo,0.0
2020,31,Male,Idaho,No,0,24,1070.8,44.62,2022-03-11,2024-12-01,30,3,Clientes valiosos en riesgo,3.4339872044851463
2021,41,Male,Pennsylvania,No,0,27,1588.2,58.82,2022-04-12,2024-12-31,0,2,Clientes recientes en desarrollo,0.0
2022,62,Male,Maine,No,0,49,2552.1,52.08,2022-01-21,2024-12-25,6,1,Clientes de alto valor activos,1.9459101490553132
2023,59,Male,Alabama,No,1,17,981.5,57.74,2022-03-06,2024-06-28,186,0,Clientes de baja actividad,5.231108616854587
2024,46,Male,Idaho,No,1,29,1380.8,47.61,2022-03-08,2024-10-04,88,3,Clientes valiosos en riesgo,4.48863636973214
2025,62,Male,Arkansas,No,1,40,1952.8,48.82,2022-03-03,2024-10-26,66,3,Clientes valiosos en riesgo,4.204692619390966
2026,42,Male,Delaware,No,0,44,2435.5,55.35,2022-03-08,2024-12-21,10,1,Clientes de alto valor activos,2.3978952727983707
2027,37,Male,Maine,No,0,46,2448.7,53.23,2022-01-01,2024-12-30,1,1,Clientes de alto valor activos,0.6931471805599453
2028,50,Male,Nebraska,No,0,51,2812.8,55.15,2022-02-04,2024-12-24,7,1,Clientes de alto valor activos,2.0794415416798357
2029,29,Male,Ohio,No,0,11,531.5,48.32,2022-12-17,2024-12-26,5,2,Clientes recientes en desarrollo,1.791759469228055
2030,25,Male,Montana,No,0,41,2197.0,53.59,2022-01-01,2024-12-26,5,1,Clientes de alto valor activos,1.791759469228055
2031,66,Male,New Mexico,No,0,39,2144.7,54.99,2022-01-21,2024-12-30,1,1,Clientes de alto valor activos,0.6931471805599453
2032,21,Male,North Carolina,No,0,3,176.7,58.9,2022-03-04,2024-12-18,13,2,Clientes recientes en desarrollo,2.6390573296152584
2033,46,Male,South Carolina,No,0,14,722.6,51.61,2022-01-01,2024-12-28,3,2,Clientes recientes en desarrollo,1.3862943611198906
2034,57,Male,Illinois,No,0,34,1545.0,45.44,2022-02-25,2024-12-06,25,3,Clientes valiosos en riesgo,3.258096538021482
2035,61,Male,Alabama,No,1,28,1308.7,46.74,2022-03-09,2024-08-22,131,3,Clientes valiosos en riesgo,4.882801922586371
2036,53,Male,Oklahoma,No,0,44,2475.1,56.25,2022-01-07,2024-12-30,1,1,Clientes de alto valor activos,0.6931471805599453
2037,37,Male,Minnesota,No,0,47,2388.2,50.81,2022-01-01,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
2038,39,Male,Illinois,No,0,8,382.2,47.78,2022-07-02,2024-08-15,138,0,Clientes de baja actividad,4.9344739331306915
2039,53,Male,Arkansas,No,0,36,1815.3,50.42,2022-01-01,2024-12-01,30,3,Clientes valiosos en riesgo,3.4339872044851463
2040,35,Male,Minnesota,No,1,32,1603.7,50.12,2022-01-07,2024-09-08,114,3,Clientes valiosos en riesgo,4.74493212836325
2041,69,Male,South Carolina,No,0,43,2197.6,51.11,2022-02-03,2024-12-22,9,1,Clientes de alto valor activos,2.302585092994046
2042,66,Male,New York,No,0,15,708.4,47.23,2022-02-12,2024-12-24,7,2,Clientes recientes en desarrollo,2.0794415416798357
2043,19,Male,Alabama,No,0,36,1889.2,52.48,2022-03-05,2024-11-30,31,3,Clientes valiosos en riesgo,3.4657359027997265
2044,47,Male,New York,No,0,50,2831.9,56.64,2022-03-20,2024-12-30,1,1,Clientes de alto valor activos,0.6931471805599453
2045,49,Male,Missouri,No,0,18,1024.2,56.9,2022-02-03,2024-12-25,6,2,Clientes recientes en desarrollo,1.9459101490553132
2046,31,Male,Georgia,No,0,27,1126.6,41.73,2022-03-11,2024-11-24,37,3,Clientes valiosos en riesgo,3.6375861597263857
2047,39,Male,Oklahoma,No,0,31,1753.1,56.55,2022-07-03,2024-12-18,13,3,Clientes valiosos en riesgo,2.6390573296152584
2048,58,Male,Connecticut,No,0,33,1637.7,49.63,2022-01-01,2024-11-29,32,3,Clientes valiosos en riesgo,3.4965075614664802
2049,45,Male,Michigan,No,0,36,1741.5,48.38,2022-01-29,2024-12-21,10,1,Clientes de alto valor activos,2.3978952727983707
2050,68,Male,Rhode Island,No,0,16,665.1,41.57,2022-01-26,2024-10-26,66,0,Clientes de baja actividad,4.204692619390966
2051,35,Male,Mississippi,No,1,11,497.6,45.24,2022-02-04,2024-02-10,325,0,Clientes de baja actividad,5.786897381366708
2052,65,Male,Massachusetts,No,0,15,793.1,52.87,2022-03-08,2024-11-20,41,0,Clientes de baja actividad,3.7376696182833684
2053,45,Male,New Hampshire,No,0,31,1631.4,52.63,2022-02-04,2024-11-30,31,3,Clientes valiosos en riesgo,3.4657359027997265
2054,19,Male,Wyoming,No,0,17,873.2,51.36,2022-03-25,2024-09-23,99,0,Clientes de baja actividad,4.605170185988092
2055,65,Male,New Jersey,No,0,15,695.3,46.35,2022-01-14,2024-11-22,39,0,Clientes de baja actividad,3.6888794541139363
2056,28,Male,Texas,No,0,29,1784.8,61.54,2022-02-08,2024-12-23,8,2,Clientes recientes en desarrollo,2.1972245773362196
2057,55,Male,Minnesota,No,0,30,1579.3,52.64,2022-02-08,2024-12-27,4,2,Clientes recientes en desarrollo,1.6094379124341003
2058,66,Male,South Dakota,No,0,6,335.4,55.9,2022-01-13,2024-10-01,91,0,Clientes de baja actividad,4.5217885770490405
2059,29,Male,Washington,No,0,18,963.5,53.53,2022-03-03,2024-12-25,6,2,Clientes recientes en desarrollo,1.9459101490553132
2060,56,Male,California,No,0,51,2557.2,50.14,2022-01-07,2024-12-21,10,1,Clientes de alto valor activos,2.3978952727983707
2061,21,Male,Wisconsin,No,0,24,1138.4,47.43,2022-01-01,2024-12-08,23,3,Clientes valiosos en riesgo,3.1780538303479458
2062,32,Male,Michigan,No,0,23,1298.8,56.47,2022-01-06,2024-12-29,2,2,Clientes recientes en desarrollo,1.0986122886681098
2063,54,Male,South Carolina,No,0,16,853.4,53.34,2022-02-20,2024-08-15,138,0,Clientes de baja actividad,4.9344739331306915
2064,61,Male,Indiana,No,0,33,1919.6,58.17,2022-01-06,2024-12-23,8,1,Clientes de alto valor activos,2.1972245773362196
2065,31,Male,Arkansas,No,0,6,279.3,46.55,2022-02-12,2024-12-22,9,2,Clientes recientes en desarrollo,2.302585092994046
2066,27,Male,Oregon,No,0,7,375.2,53.6,2022-02-12,2024-09-28,94,0,Clientes de baja actividad,4.553876891600541
2067,64,Male,Illinois,No,0,45,2477.1,55.05,2022-01-01,2024-12-23,8,1,Clientes de alto valor activos,2.1972245773362196
2068,60,Male,Maryland,No,0,24,1245.0,51.88,2022-01-01,2024-12-29,2,2,Clientes recientes en desarrollo,1.0986122886681098
2069,70,Male,Vermont,No,0,45,2215.3,49.23,2022-01-12,2024-12-14,17,3,Clientes valiosos en riesgo,2.8903717578961645
2070,36,Male,Texas,No,0,4,178.7,44.68,2022-03-26,2024-02-10,325,0,Clientes de baja actividad,5.786897381366708
2071,56,Male,Nebraska,No,0,15,795.4,53.03,2022-04-17,2024-08-17,136,0,Clientes de baja actividad,4.919980925828125
2072,69,Male,South Carolina,No,0,38,2112.1,55.58,2022-03-16,2024-12-21,10,1,Clientes de alto valor activos,2.3978952727983707
2073,39,Male,Massachusetts,No,0,23,1268.1,55.13,2022-01-01,2024-11-28,33,3,Clientes valiosos en riesgo,3.5263605246161616
2074,38,Male,Texas,No,0,3,181.1,60.37,2022-02-23,2024-12-04,27,0,Clientes de baja actividad,3.332204510175204
2075,36,Male,Florida,No,0,45,2441.7,54.26,2022-01-01,2024-12-30,1,1,Clientes de alto valor activos,0.6931471805599453
2076,46,Male,South Carolina,No,0,50,2827.6,56.55,2022-01-23,2024-12-21,10,1,Clientes de alto valor activos,2.3978952727983707
2077,59,Male,Florida,No,0,23,1273.0,55.35,2022-01-29,2024-12-27,4,2,Clientes recientes en desarrollo,1.6094379124341003
2078,64,Male,Nebraska,No,0,27,1643.0,60.85,2022-03-25,2024-12-27,4,2,Clientes recientes en desarrollo,1.6094379124341003
2079,49,Male,Hawaii,No,0,41,2112.3,51.52,2022-01-08,2024-12-15,16,3,Clientes valiosos en riesgo,2.833213344056216
2080,32,Male,Montana,No,0,17,1035.1,60.89,2022-02-03,2024-09-01,121,0,Clientes de baja actividad,4.804021044733257
2081,29,Male,South Dakota,No,0,18,994.3,55.24,2022-02-13,2024-12-31,0,2,Clientes recientes en desarrollo,0.0
2082,24,Male,Alabama,No,0,49,2497.7,50.97,2022-01-01,2024-12-21,10,1,Clientes de alto valor activos,2.3978952727983707
2083,41,Male,Arkansas,No,0,29,1480.4,51.05,2022-01-19,2024-12-20,11,2,Clientes recientes en desarrollo,2.4849066497880004
2084,41,Male,Mississippi,No,0,27,1380.5,51.13,2022-01-15,2024-12-27,4,2,Clientes recientes en desarrollo,1.6094379124341003
2085,32,Male,Vermont,No,0,44,2279.5,51.81,2022-06-11,2024-12-24,7,1,Clientes de alto valor activos,2.0794415416798357
2086,69,Male,New York,No,0,39,2246.4,57.6,2022-02-18,2024-12-24,7,1,Clientes de alto valor activos,2.0794415416798357
2087,65,Male,North Dakota,No,0,37,1965.9,53.13,2022-04-02,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
2088,54,Male,Wisconsin,No,0,2,132.5,66.25,2022-02-01,2024-04-30,245,0,Clientes de baja actividad,5.5053315359323625
2089,39,Male,California,No,0,50,2661.7,53.23,2022-01-01,2024-12-27,4,1,Clientes de alto valor activos,1.6094379124341003
2090,37,Male,Maryland,No,0,42,2303.5,54.85,2022-01-01,2024-11-29,32,3,Clientes valiosos en riesgo,3.4965075614664802
2091,51,Male,Massachusetts,No,0,22,1182.4,53.75,2022-07-18,2024-12-26,5,2,Clientes recientes en desarrollo,1.791759469228055
2092,26,Male,Washington,No,0,25,1297.6,51.9,2022-01-07,2024-12-29,2,2,Clientes recientes en desarrollo,1.0986122886681098
2093,42,Male,Minnesota,No,0,28,1285.6,45.91,2022-02-13,2024-12-28,3,2,Clientes recientes en desarrollo,1.3862943611198906
2094,21,Male,Washington,No,0,5,270.9,54.18,2022-06-03,2024-12-21,10,2,Clientes recientes en desarrollo,2.3978952727983707
2095,53,Male,South Carolina,No,0,20,920.2,46.01,2022-03-22,2024-12-13,18,2,Clientes recientes en desarrollo,2.9444389791664403
2096,36,Male,New Mexico,No,1,2,89.7,44.85,2024-04-04,2024-06-19,195,0,Clientes de baja actividad,5.278114659230517
2097,21,Male,North Carolina,No,0,28,1457.6,52.06,2022-03-19,2024-11-29,32,3,Clientes valiosos en riesgo,3.4965075614664802
2098,33,Male,Iowa,No,0,6,243.4,40.57,2022-02-02,2024-12-08,23,0,Clientes de baja actividad,3.1780538303479458
2099,49,Male,Louisiana,No,0,21,1184.2,56.39,2022-07-02,2024-12-25,6,2,Clientes recientes en desarrollo,1.9459101490553132
2100,31,Male,Oklahoma,No,0,51,2553.8,50.07,2022-01-07,2024-12-18,13,1,Clientes de alto valor activos,2.6390573296152584
2101,68,Male,Michigan,No,0,37,1922.1,51.95,2022-01-01,2024-11-23,38,3,Clientes valiosos en riesgo,3.6635616461296463
2102,49,Male,Oregon,No,0,13,594.1,45.7,2022-04-29,2024-12-30,1,2,Clientes recientes en desarrollo,0.6931471805599453
2103,23,Male,Idaho,No,0,24,1356.9,56.54,2022-05-04,2024-11-30,31,3,Clientes valiosos en riesgo,3.4657359027997265
2104,30,Male,Indiana,No,0,22,1170.8,53.22,2022-01-01,2024-12-26,5,2,Clientes recientes en desarrollo,1.791759469228055
2105,53,Male,New Mexico,No,0,48,2662.3,55.46,2022-01-16,2024-12-22,9,1,Clientes de alto valor activos,2.302585092994046
2106,65,Male,South Carolina,No,0,39,2402.4,61.6,2022-04-09,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
2107,60,Male,Vermont,No,0,41,2159.3,52.67,2022-01-06,2024-12-17,14,1,Clientes de alto valor activos,2.70805020110221
2108,46,Male,Delaware,No,0,36,1594.5,44.29,2022-03-30,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
2109,54,Male,North Dakota,No,0,5,369.8,73.96,2022-05-14,2024-03-31,275,0,Clientes de baja actividad,5.62040086571715
2110,59,Male,California,No,0,29,1408.5,48.57,2022-07-04,2024-12-29,2,2,Clientes recientes en desarrollo,1.0986122886681098
2111,52,Male,Montana,No,0,37,1727.2,46.68,2022-01-01,2024-11-28,33,3,Clientes valiosos en riesgo,3.5263605246161616
2112,41,Male,Missouri,No,0,16,909.7,56.86,2022-03-27,2024-12-15,16,2,Clientes recientes en desarrollo,2.833213344056216
2113,43,Male,Tennessee,No,0,8,302.8,37.85,2022-03-03,2024-12-28,3,2,Clientes recientes en desarrollo,1.3862943611198906
2114,63,Male,Virginia,No,0,30,1424.5,47.48,2022-03-25,2024-12-20,11,3,Clientes valiosos en riesgo,2.4849066497880004
2115,37,Male,Vermont,No,0,13,693.5,53.35,2022-02-15,2024-12-22,9,2,Clientes recientes en desarrollo,2.302585092994046
2116,44,Male,Rhode Island,No,0,17,849.3,49.96,2022-02-06,2024-11-26,35,0,Clientes de baja actividad,3.58351893845611
2117,67,Male,Kansas,No,0,51,2896.8,56.8,2022-01-28,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
2118,27,Male,Colorado,No,0,12,620.9,51.74,2022-02-05,2024-11-29,32,0,Clientes de baja actividad,3.4965075614664802
2119,60,Male,Georgia,No,0,29,1340.2,46.21,2022-01-09,2024-11-30,31,3,Clientes valiosos en riesgo,3.4657359027997265
2120,58,Male,Nebraska,No,1,37,1818.0,49.14,2022-01-07,2024-10-20,72,3,Clientes valiosos en riesgo,4.290459441148391
2121,53,Male,Missouri,No,0,39,2061.7,52.86,2022-02-04,2024-12-23,8,1,Clientes de alto valor activos,2.1972245773362196
2122,43,Male,Alaska,No,0,33,1728.6,52.38,2022-01-01,2024-12-25,6,1,Clientes de alto valor activos,1.9459101490553132
2123,32,Male,Virginia,No,0,43,2208.7,51.37,2022-03-04,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
2124,54,Male,Nebraska,No,0,23,1356.6,58.98,2022-01-15,2024-12-22,9,2,Clientes recientes en desarrollo,2.302585092994046
2125,47,Male,Rhode Island,No,0,23,1489.8,64.77,2022-02-03,2024-12-20,11,2,Clientes recientes en desarrollo,2.4849066497880004
2126,57,Male,New Hampshire,No,0,32,1562.7,48.83,2022-01-16,2024-11-22,39,3,Clientes valiosos en riesgo,3.6888794541139363
2127,63,Male,Alabama,No,0,29,1381.0,47.62,2022-01-11,2024-12-25,6,2,Clientes recientes en desarrollo,1.9459101490553132
2128,70,Male,North Carolina,No,0,41,2348.8,57.29,2022-01-14,2024-12-22,9,1,Clientes de alto valor activos,2.302585092994046
2129,62,Male,New Mexico,No,0,22,1271.3,57.79,2022-02-11,2024-12-30,1,2,Clientes recientes en desarrollo,0.6931471805599453
2130,40,Male,Minnesota,No,0,13,680.0,52.31,2022-02-06,2024-11-15,46,0,Clientes de baja actividad,3.8501476017100584
2131,25,Male,Arizona,No,0,34,1783.1,52.44,2022-02-13,2024-11-29,32,3,Clientes valiosos en riesgo,3.4965075614664802
2132,19,Male,Montana,No,0,10,402.0,40.2,2022-04-30,2024-10-04,88,0,Clientes de baja actividad,4.48863636973214
2133,25,Male,Vermont,No,0,16,729.4,45.59,2022-03-22,2024-10-13,79,0,Clientes de baja actividad,4.382026634673881
2134,21,Male,Maine,No,1,14,708.2,50.59,2022-02-05,2024-06-12,202,0,Clientes de baja actividad,5.313205979041787
2135,55,Male,Virginia,No,0,36,2084.3,57.9,2022-03-18,2024-12-25,6,1,Clientes de alto valor activos,1.9459101490553132
2136,34,Male,California,No,0,2,117.5,58.75,2022-11-17,2024-11-06,55,0,Clientes de baja actividad,4.02535169073515
2137,47,Male,New York,No,1,26,1454.7,55.95,2022-03-11,2024-08-27,126,3,Clientes valiosos en riesgo,4.844187086458591
2138,27,Male,Indiana,No,0,21,1002.9,47.76,2022-04-04,2024-11-27,34,3,Clientes valiosos en riesgo,3.5553480614894135
2139,67,Male,Mississippi,No,0,37,1658.1,44.81,2022-02-16,2024-12-31,0,1,Clientes de alto valor activos,0.0
2140,40,Male,New York,No,0,34,1827.6,53.75,2022-03-25,2024-11-29,32,3,Clientes valiosos en riesgo,3.4965075614664802
2141,53,Male,New Mexico,No,0,37,2079.1,56.19,2022-01-21,2024-12-27,4,1,Clientes de alto valor activos,1.6094379124341003
2142,24,Male,Kentucky,No,0,33,1572.2,47.64,2022-03-05,2024-11-21,40,3,Clientes valiosos en riesgo,3.713572066704308
2143,47,Male,North Dakota,No,0,22,1192.5,54.2,2022-01-03,2024-12-28,3,2,Clientes recientes en desarrollo,1.3862943611198906
2144,53,Male,Arkansas,No,0,49,2518.6,51.4,2022-01-01,2024-12-27,4,1,Clientes de alto valor activos,1.6094379124341003
2145,47,Male,Maryland,No,0,26,1418.9,54.57,2022-06-20,2024-12-31,0,2,Clientes recientes en desarrollo,0.0
2146,38,Male,Connecticut,No,0,33,1660.2,50.31,2022-02-13,2024-12-27,4,1,Clientes de alto valor activos,1.6094379124341003
2147,48,Male,Utah,No,0,46,2421.9,52.65,2022-01-17,2024-11-26,35,3,Clientes valiosos en riesgo,3.58351893845611
2148,47,Male,Missouri,No,1,5,279.4,55.88,2022-02-14,2023-12-24,373,0,Clientes de baja actividad,5.924255797414532
2149,19,Male,Nebraska,No,0,20,955.7,47.78,2022-01-03,2024-11-24,37,0,Clientes de baja actividad,3.6375861597263857
2150,38,Male,Hawaii,No,0,2,92.2,46.1,2023-06-04,2024-11-16,45,0,Clientes de baja actividad,3.828641396489095
2151,57,Male,Illinois,No,0,13,748.7,57.59,2022-02-04,2024-11-21,40,0,Clientes de baja actividad,3.713572066704308
2152,70,Male,Vermont,No,1,19,925.8,48.73,2022-04-09,2024-08-16,137,0,Clientes de baja actividad,4.927253685157205
2153,38,Male,New Jersey,No,0,44,2227.7,50.63,2022-01-03,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
2154,35,Male,Kentucky,No,0,32,1776.9,55.53,2022-01-01,2024-12-26,5,1,Clientes de alto valor activos,1.791759469228055
2155,46,Male,Wyoming,No,0,34,1886.0,55.47,2022-03-01,2024-12-27,4,1,Clientes de alto valor activos,1.6094379124341003
2156,32,Male,Hawaii,No,0,47,2679.3,57.01,2022-01-01,2024-12-21,10,1,Clientes de alto valor activos,2.3978952727983707
2157,38,Male,Missouri,No,0,42,2207.0,52.55,2022-01-01,2024-12-30,1,1,Clientes de alto valor activos,0.6931471805599453
2158,41,Male,Mississippi,No,0,42,2169.9,51.66,2022-03-20,2024-12-15,16,3,Clientes valiosos en riesgo,2.833213344056216
2159,19,Male,Massachusetts,No,0,10,459.9,45.99,2022-05-09,2024-11-08,53,0,Clientes de baja actividad,3.9889840465642745
2160,18,Male,Louisiana,No,0,35,1979.4,56.55,2022-02-14,2024-12-25,6,1,Clientes de alto valor activos,1.9459101490553132
2161,45,Male,West Virginia,No,0,22,1328.1,60.37,2022-05-07,2024-12-01,30,3,Clientes valiosos en riesgo,3.4339872044851463
2162,23,Male,Washington,No,0,6,263.3,43.88,2022-05-07,2024-10-09,83,0,Clientes de baja actividad,4.430816798843313
2163,60,Male,Oregon,No,0,33,1718.3,52.07,2022-01-06,2024-12-15,16,3,Clientes valiosos en riesgo,2.833213344056216
2164,52,Male,New York,No,0,45,2284.5,50.77,2022-04-15,2024-11-29,32,3,Clientes valiosos en riesgo,3.4965075614664802
2165,42,Male,Iowa,No,1,47,2190.6,46.61,2022-03-11,2024-10-21,71,3,Clientes valiosos en riesgo,4.276666119016055
2166,29,Male,Idaho,No,0,43,2191.6,50.97,2022-02-20,2024-12-22,9,1,Clientes de alto valor activos,2.302585092994046
2167,31,Male,New Jersey,No,0,51,2581.9,50.63,2022-01-01,2024-12-21,10,1,Clientes de alto valor activos,2.3978952727983707
2168,30,Male,Ohio,No,0,34,1802.0,53.0,2022-01-06,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
2169,23,Male,Connecticut,No,0,33,1755.2,53.19,2022-02-02,2024-12-13,18,3,Clientes valiosos en riesgo,2.9444389791664403
2170,31,Male,Florida,No,0,33,1716.3,52.01,2022-01-01,2024-12-30,1,1,Clientes de alto valor activos,0.6931471805599453
2171,40,Male,South Carolina,No,0,38,2191.5,57.67,2022-02-12,2024-12-05,26,3,Clientes valiosos en riesgo,3.295836866004329
2172,39,Male,Missouri,No,0,10,511.0,51.1,2022-08-15,2024-12-27,4,2,Clientes recientes en desarrollo,1.6094379124341003
2173,28,Male,Rhode Island,No,0,7,406.8,58.11,2022-04-14,2024-09-05,117,0,Clientes de baja actividad,4.770684624465665
2174,23,Male,Delaware,No,0,37,1985.9,53.67,2022-01-09,2024-12-25,6,1,Clientes de alto valor activos,1.9459101490553132
2175,42,Male,Colorado,No,0,2,116.8,58.4,2024-07-18,2024-10-05,87,0,Clientes de baja actividad,4.477336814478207
2176,68,Male,Nebraska,No,0,49,2702.6,55.16,2022-01-14,2024-12-03,28,3,Clientes valiosos en riesgo,3.367295829986474
2177,24,Male,Vermont,No,0,45,2316.5,51.48,2022-01-22,2024-12-31,0,1,Clientes de alto valor activos,0.0
2178,24,Male,Montana,No,0,10,514.4,51.44,2022-02-06,2024-07-14,170,0,Clientes de baja actividad,5.14166355650266
2179,21,Male,Florida,No,0,33,1654.3,50.13,2022-02-04,2024-12-31,0,1,Clientes de alto valor activos,0.0
2180,49,Male,Delaware,No,0,15,913.6,60.91,2022-04-15,2024-12-31,0,2,Clientes recientes en desarrollo,0.0
2181,41,Male,Connecticut,No,1,44,2352.9,53.48,2022-02-01,2024-10-31,61,3,Clientes valiosos en riesgo,4.127134385045092
2182,22,Male,Hawaii,No,0,33,1559.0,47.24,2022-03-19,2024-12-10,21,3,Clientes valiosos en riesgo,3.091042453358316
2183,42,Male,New Mexico,No,0,27,1347.2,49.9,2022-02-25,2024-12-25,6,2,Clientes recientes en desarrollo,1.9459101490553132
2184,30,Male,Kansas,No,0,3,158.2,52.73,2023-07-22,2024-09-25,97,0,Clientes de baja actividad,4.584967478670572
2185,38,Male,Nevada,No,0,17,829.1,48.77,2022-03-12,2024-12-21,10,2,Clientes recientes en desarrollo,2.3978952727983707
2186,40,Male,North Carolina,No,0,51,2582.4,50.64,2022-01-28,2024-12-20,11,1,Clientes de alto valor activos,2.4849066497880004
2187,55,Male,New Mexico,No,0,7,358.0,51.14,2022-02-27,2024-12-10,21,0,Clientes de baja actividad,3.091042453358316
2188,37,Male,Idaho,No,0,21,1138.0,54.19,2022-02-05,2024-11-20,41,0,Clientes de baja actividad,3.7376696182833684
2189,41,Male,California,No,0,10,506.4,50.64,2022-04-02,2024-08-27,126,0,Clientes de baja actividad,4.844187086458591
2190,38,Male,Wisconsin,No,0,48,2697.7,56.2,2022-02-06,2024-12-28,3,1,Clientes de alto valor activos,1.3862943611198906
2191,42,Male,Alaska,No,0,34,1699.7,49.99,2022-03-20,2024-11-23,38,3,Clientes valiosos en riesgo,3.6635616461296463
2192,26,Male,Pennsylvania,No,0,47,2357.7,50.16,2022-01-14,2024-12-29,2,1,Clientes de alto valor activos,1.0986122886681098
2193,41,Male,Virginia,No,0,10,580.6,58.06,2022-09-04,2024-08-29,124,0,Clientes de baja actividad,4.8283137373023015
2194,27,Male,California,No,0,9,412.7,45.86,2022-12-07,2024-10-05,87,0,Clientes de baja actividad,4.477336814478207
2195,61,Male,Kentucky,No,0,49,2623.5,53.54,2022-01-01,2024-12-22,9,1,Clientes de alto valor activos,2.302585092994046
2196,58,Male,New York,No,0,3,164.8,54.93,2023-07-29,2024-11-01,60,0,Clientes de baja actividad,4.110873864173311
2197,25,Male,Vermont,No,0,32,1651.1,51.6,2022-01-15,2024-11-28,33,3,Clientes valiosos en riesgo,3.5263605246161616
2198,33,Male,Pennsylvania,No,0,41,2030.9,49.53,2022-01-21,2024-12-27,4,1,Clientes de alto valor activos,1.6094379124341003
2199,57,Male,New York,No,0,36,1623.9,45.11,2022-03-06,2024-12-22,9,1,Clientes de alto valor activos,2.302585092994046
2200,39,Male,North Carolina,No,0,41,1782.8,43.48,2022-01-05,2024-12-05,26,3,Clientes valiosos en riesgo,3.295836866004329
2201,60,Male,Wyoming,No,0,28,1235.9,44.14,2022-01-14,2024-12-05,26,3,Clientes valiosos en riesgo,3.295836866004329
2202,39,Male,Ohio,No,0,11,653.4,59.4,2022-01-30,2024-12-14,17,2,Clientes recientes en desarrollo,2.8903717578961645
2203,42,Male,Alabama,No,0,24,1172.0,48.83,2022-06-10,2024-12-21,10,2,Clientes recientes en desarrollo,2.3978952727983707
2204,53,Male,Rhode Island,No,0,33,1709.1,51.79,2022-03-17,2024-12-27,4,1,Clientes de alto valor activos,1.6094379124341003
2205,20,Male,Oregon,No,0,7,313.8,44.83,2022-07-04,2024-11-30,31,0,Clientes de baja actividad,3.4657359027997265
2206,46,Male,North Dakota,No,0,28,1119.2,39.97,2022-05-13,2024-12-20,11,2,Clientes recientes en desarrollo,2.4849066497880004
2207,46,Male,Illinois,No,0,26,1408.6,54.18,2022-02-13,2024-12-28,3,2,Clientes recientes en desarrollo,1.3862943611198906
2208,69,Male,New Mexico,No,0,12,760.2,63.35,2022-01-28,2024-12-22,9,2,Clientes recientes en desarrollo,2.302585092994046
2209,28,Male,Colorado,No,0,24,1491.5,62.15,2022-01-08,2024-12-23,8,2,Clientes recientes en desarrollo,2.1972245773362196
2210,42,Male,Utah,No,0,45,2294.7,50.99,2022-04-18,2024-11-21,40,3,Clientes valiosos en riesgo,3.713572066704308
2211,30,Male,Virginia,No,0,36,1799.1,49.97,2022-01-11,2024-12-26,5,1,Clientes de alto valor activos,1.791759469228055
2212,50,Male,Maine,No,0,46,2605.9,56.65,2022-01-06,2024-12-30,1,1,Clientes de alto valor activos,0.6931471805599453
2213,59,Male,Nebraska,No,0,23,1203.2,52.31,2022-02-06,2024-10-26,66,0,Clientes de baja actividad,4.204692619390966
2214,54,Male,Hawaii,No,0,19,898.3,47.28,2022-02-02,2024-12-18,13,2,Clientes recientes en desarrollo,2.6390573296152584
2215,50,Male,Idaho,No,0,21,1074.0,51.14,2022-02-10,2024-12-05,26,3,Clientes valiosos en riesgo,3.295836866004329
2216,25,Male,West Virginia,No,0,29,1558.0,53.72,2022-03-16,2024-11-29,32,3,Clientes valiosos en riesgo,3.4965075614664802
